case_id,distance,angle_deg,orientation_deg,final_std,final_flux_max,final_node_max,final_distance,anisotropy_ratio,major_axis_angle_deg,dipole_amplitude,dipole_angle_deg,interaction_score
112,42,30,90,0.7595631896181702,5.00082257067059,24.639096728055872,22.664134878140878,1.1082079278942023,116.81275350770088,14.138188258129535,-167.82273308986504,0.7407832895563967
71,34,0,45,0.7900193758009589,5.247069260779931,22.468967356297078,14.863846214135846,1.0148572011887116,-142.3664409251072,13.811772533680879,173.44620342287126,0.7331093695236766
117,42,60,90,0.7693505829647459,5.372841894438726,24.159756938542344,35.928171010611415,1.2215287344216128,135.75616754472205,15.940936698569875,-127.30816627866979,0.7311235121577494
63,26,150,135,0.7629459941363194,5.388077288756607,23.464200488689375,28.39748396300541,1.1397661629990266,52.789113147169246,9.92373936302852,-44.75886293250765,0.7252265393904844
136,42,180,45,0.7547986606920433,4.8659248052396915,23.43184015207199,9.661568504964007,1.1398611838176547,54.12323144261377,7.24311797807389,-0.034881386182959925,0.7251318786165935
210,66,0,0,0.8035601565078251,5.005037701592985,23.337444685662856,27.956668489892138,1.1266662225979716,-140.02860112093487,10.237271072581441,149.11011746739513,0.723549768849525
9,18,30,180,0.7407911104841113,5.255005951612371,25.28102662589241,38.954145771209035,1.231751696671028,-140.96720391433132,12.705035071837383,-143.40980623220653,0.7211051194794689
98,34,150,135,0.774169614068879,5.131106108575778,23.977580720702278,30.373601499882962,1.1409338631593748,-144.38347607795163,12.869039824007759,-94.10585096216128,0.7185989240802726
142,50,0,90,0.785864893508485,5.07615583344334,22.32080555910155,38.36065409880533,1.2194025018533445,70.55874843483167,14.140564137931959,168.44476361139365,0.7178979804326456
245,74,0,0,0.8052817902911669,5.011123295878962,21.45663994501427,7.792377640541893,1.163881616868974,114.18940999637482,6.416852325278299,166.14245202230342,0.717568751616518
249,74,0,180,0.7832468252232797,5.289395158504513,21.036112024793166,17.151062824839947,1.142314195747897,-151.78462633350787,7.96130394999696,161.50672809107465,0.7140474219996423
72,34,0,90,0.7635348500805557,5.254537092408236,23.69570797174054,29.081959380057757,1.117312006241925,-135.72370483652998,13.670450905767565,156.85791543978482,0.7132462062206738
179,58,0,180,0.7838684931586004,4.999547642327397,23.942882438918584,25.03572797316322,1.088227650364726,65.47719178972261,9.79518414600786,-177.54582881015364,0.711766630426822
80,34,60,0,0.7786677259260583,4.984763613687585,22.146733570060398,31.559559742802247,1.1385524360052954,131.91856455707554,19.415949221381837,-163.80978602219554,0.7114784192886364
176,58,0,45,0.8071067816347394,5.185211656415583,22.52210422376816,23.68932163164905,1.0696235323659926,-142.89438120456592,9.855089121676386,168.40011123259575,0.7112932772834246
140,50,0,0,0.7967639492841757,4.9745647408708145,24.031047945195613,33.952788935546174,1.1584024452495698,144.1440710231782,14.28206669347786,127.01624264148444,0.709437277947054
